timestamp,fps,frame_time_ms,state,cap_read_ms,process_state_ms,draw_ui_ms,imshow_ms,memory_mb
2026-02-03 12:20:52.451,0.89,1128.19,READY,445.48,262.96,110.30,306.60,220.99
2026-02-03 12:20:52.627,6.56,152.35,READY,3.00,0.76,144.42,0.91,224.80
2026-02-03 12:20:52.791,7.11,140.55,READY,1.59,0.81,135.01,0.90,225.05
2026-02-03 12:20:52.917,8.55,116.98,READY,1.55,0.76,112.03,0.55,225.30
2026-02-03 12:20:53.039,8.56,116.84,READY,2.92,0.82,110.25,0.66,225.42
2026-02-03 12:20:53.267,4.47,223.76,READY,2.80,113.34,105.11,0.59,227.17
2026-02-03 12:20:53.395,8.12,123.13,READY,2.69,1.47,115.05,0.53,227.17
2026-02-03 12:20:53.516,8.58,116.49,READY,2.64,1.55,108.39,0.53,227.17
2026-02-03 12:20:53.638,8.56,116.87,READY,2.85,1.74,108.28,0.54,227.17
2026-02-03 12:20:53.758,8.66,115.50,READY,2.66,1.62,107.50,0.58,227.30
2026-02-03 12:20:53.993,4.35,229.89,READY,3.67,118.54,104.17,0.62,228.55
2026-02-03 12:20:54.126,7.81,128.10,READY,2.72,1.61,120.07,0.66,228.45
2026-02-03 12:20:54.249,8.49,117.79,READY,2.68,1.90,108.82,0.64,228.57
2026-02-03 12:20:54.371,8.48,117.89,READY,3.00,1.56,109.52,0.58,228.57
2026-02-03 12:20:54.493,8.58,116.56,READY,3.08,1.77,107.81,0.61,228.57
2026-02-03 12:20:54.718,4.53,220.52,READY,4.20,110.00,102.56,0.55,228.57
2026-02-03 12:20:54.845,8.17,122.36,READY,2.35,1.53,114.68,0.56,228.57
2026-02-03 12:20:54.965,8.65,115.55,READY,2.64,1.53,107.51,0.70,228.57
2026-02-03 12:20:55.085,8.74,114.42,READY,2.05,0.89,108.12,0.67,228.57
2026-02-03 12:20:55.211,8.23,121.44,READY,10.08,1.28,106.68,0.58,228.57
2026-02-03 12:20:55.442,4.43,225.93,READY,3.43,114.74,104.09,0.55,228.57
2026-02-03 12:20:55.573,7.89,126.82,READY,3.02,1.60,118.38,0.58,228.57
2026-02-03 12:20:55.695,8.51,117.47,READY,2.84,0.79,111.01,0.54,228.57
2026-02-03 12:20:55.819,8.41,118.86,READY,2.38,1.31,111.65,0.56,228.57
2026-02-03 12:20:55.944,8.32,120.24,READY,8.59,1.25,106.20,0.53,228.57
2026-02-03 12:20:56.267,3.14,318.32,READY,2.90,209.33,102.64,0.54,229.20
2026-02-03 12:20:56.398,7.92,126.23,READY,2.85,1.65,118.07,0.57,229.04
2026-02-03 12:20:56.518,8.66,115.47,READY,2.92,0.73,109.04,0.59,229.04
2026-02-03 12:20:56.637,8.76,114.18,READY,2.74,0.74,107.91,0.66,229.04
2026-02-03 12:20:56.756,8.78,113.87,READY,4.15,0.67,106.44,0.56,229.04
2026-02-03 12:20:56.984,4.48,223.10,READY,7.25,109.51,102.48,0.59,229.16
2026-02-03 12:20:57.110,8.25,121.15,READY,1.69,0.77,115.52,0.56,229.32
2026-02-03 12:20:57.233,8.46,118.27,READY,2.59,1.72,110.09,0.69,229.32
2026-02-03 12:20:57.357,8.41,118.97,READY,2.72,0.82,112.20,0.68,229.32
2026-02-03 12:20:57.482,8.29,120.62,READY,6.38,1.48,108.42,0.65,229.42
2026-02-03 12:20:57.720,4.28,233.51,READY,13.47,113.66,103.58,0.55,229.42
2026-02-03 12:20:57.848,8.14,122.89,READY,2.68,1.55,114.91,0.60,229.42
2026-02-03 12:20:57.985,7.57,132.17,READY,4.11,1.27,119.72,0.57,229.60
2026-02-03 12:20:58.111,8.27,120.97,READY,2.45,1.76,112.83,0.55,229.60
2026-02-03 12:20:58.236,8.32,120.16,READY,2.87,1.62,111.86,0.60,229.60
2026-02-03 12:20:58.466,4.44,225.12,READY,2.66,113.96,104.56,0.57,229.60
2026-02-03 12:20:58.601,7.72,129.50,READY,2.66,1.92,121.21,0.51,229.60
2026-02-03 12:20:58.731,7.99,125.16,READY,2.82,1.70,116.18,0.58,229.60
2026-02-03 12:20:58.863,7.82,127.80,READY,2.90,1.90,118.71,1.17,229.60
2026-02-03 12:20:58.992,8.09,123.63,READY,2.80,1.61,115.28,0.53,229.60
2026-02-03 12:20:59.223,4.42,226.28,READY,1.90,110.92,109.46,0.54,230.35
2026-02-03 12:20:59.359,7.65,130.77,READY,2.64,2.24,122.79,0.53,230.35
2026-02-03 12:20:59.487,8.11,123.27,READY,1.79,2.07,115.13,0.61,230.35
2026-02-03 12:20:59.612,8.26,121.01,READY,3.37,1.73,111.73,0.64,230.35
2026-02-03 12:20:59.738,8.29,120.65,READY,2.58,1.50,112.49,0.58,230.35
2026-02-03 12:20:59.970,4.41,226.58,READY,2.66,111.70,108.38,0.57,230.35
2026-02-03 12:21:00.119,6.93,144.34,READY,3.17,2.04,134.18,1.66,230.35
2026-02-03 12:21:00.260,8.14,122.92,READY,4.63,1.87,113.07,0.60,230.71
2026-02-03 12:21:00.423,7.06,141.63,READY,4.44,1.99,129.12,2.50,231.37
2026-02-03 12:21:00.570,7.73,129.44,READY,4.39,0.93,117.68,0.57,231.50
2026-02-03 12:21:00.809,4.45,224.79,READY,4.45,112.14,104.50,0.54,231.50
2026-02-03 12:21:00.951,7.57,132.09,READY,3.81,2.04,122.06,0.84,231.62
2026-02-03 12:21:01.070,8.84,113.07,READY,2.33,0.67,107.03,0.59,231.62
2026-02-03 12:21:01.189,8.71,114.81,READY,2.52,0.67,108.65,0.55,231.62
2026-02-03 12:21:01.310,8.63,115.87,READY,2.40,0.66,109.78,0.53,231.62
