timestamp,edges_detected,bbox_center_x,bbox_width,bbox_height,frame_center,error_px,error_percent,robot_action,motor_speed,frame_number
2026-02-03 11:51:13.304,NONE,354.50,277.00,337.00,320.00,34.50,5.39,STOP,0.00,3277
2026-02-03 11:51:14.160,NONE,356.00,278.00,324.00,320.00,36.00,5.62,STOP,0.00,3282
2026-02-03 11:51:14.957,NONE,360.50,283.00,335.00,320.00,40.50,6.33,STOP,0.00,3287
2026-02-03 11:51:15.757,NONE,360.00,284.00,336.00,320.00,40.00,6.25,STOP,0.00,3292
2026-02-03 11:54:31.969,NONE,423.50,199.00,282.00,320.00,103.50,16.17,STOP,0.00,4331
2026-02-03 11:54:32.791,RIGHT,452.50,255.00,280.00,320.00,132.50,20.70,TURN_RIGHT,0.30,4336
2026-02-03 11:54:33.960,RIGHT,449.50,257.00,284.00,320.00,129.50,20.23,TURN_RIGHT,0.30,4341
2026-02-03 11:54:35.130,RIGHT,435.00,280.00,285.00,320.00,115.00,17.97,TURN_RIGHT,0.30,4346
2026-02-03 11:54:36.299,TOP,378.00,322.00,299.00,320.00,58.00,9.06,BACKWARD,0.30,4351
2026-02-03 11:54:37.387,TOP,398.50,289.00,297.00,320.00,78.50,12.27,BACKWARD,0.30,4356
2026-02-03 11:54:38.454,TOP,282.50,265.00,454.00,320.00,37.50,5.86,BACKWARD,0.30,4361
2026-02-03 11:54:39.515,LEFT,237.00,336.00,410.00,320.00,83.00,12.97,TURN_LEFT,0.30,4366
2026-02-03 11:54:40.575,NONE,279.00,380.00,302.00,320.00,41.00,6.41,STOP,0.00,4371
2026-02-03 11:54:41.379,NONE,334.00,242.00,232.00,320.00,14.00,2.19,STOP,0.00,4376
2026-02-03 11:54:42.180,NONE,366.00,200.00,244.00,320.00,46.00,7.19,STOP,0.00,4381
2026-02-03 11:54:42.977,NONE,362.00,268.00,456.00,320.00,42.00,6.56,STOP,0.00,4386
2026-02-03 11:54:43.782,NONE,352.00,234.00,402.00,320.00,32.00,5.00,STOP,0.00,4391
2026-02-03 11:54:44.577,NONE,355.50,301.00,425.00,320.00,35.50,5.55,STOP,0.00,4396
2026-02-03 11:54:45.391,NONE,380.50,295.00,297.00,320.00,60.50,9.45,STOP,0.00,4401
2026-02-03 11:54:46.195,NONE,343.00,256.00,294.00,320.00,23.00,3.59,STOP,0.00,4406
2026-02-03 12:00:26.500,NONE,257.00,238.00,239.00,320.00,63.00,9.84,STOP,0.00,6389
2026-02-03 12:00:27.319,FAR,182.50,71.00,119.00,320.00,137.50,21.48,FORWARD,0.30,6394
2026-02-03 12:00:28.049,NONE,182.50,71.00,119.00,320.00,137.50,21.48,STOP,0.00,6399
2026-02-03 12:00:28.821,NONE,182.50,71.00,119.00,320.00,137.50,21.48,STOP,0.00,6404
2026-02-03 12:00:29.602,NONE,182.50,71.00,119.00,320.00,137.50,21.48,STOP,0.00,6409
2026-02-03 12:00:30.480,NONE,234.50,299.00,409.00,320.00,85.50,13.36,STOP,0.00,6414
2026-02-03 12:00:31.284,RIGHT,430.50,349.00,342.00,320.00,110.50,17.27,TURN_RIGHT,0.30,6419
2026-02-03 12:00:32.465,NONE,354.50,279.00,328.00,320.00,34.50,5.39,STOP,0.00,6424
2026-02-03 12:00:33.271,NONE,339.50,253.00,343.00,320.00,19.50,3.05,STOP,0.00,6429
2026-02-03 12:00:34.078,NONE,319.00,274.00,336.00,320.00,1.00,0.16,STOP,0.00,6434
2026-02-03 12:00:34.885,NONE,306.00,266.00,337.00,320.00,14.00,2.19,STOP,0.00,6439
2026-02-03 12:00:35.691,NONE,306.50,271.00,320.00,320.00,13.50,2.11,STOP,0.00,6444
2026-02-03 12:00:36.489,NONE,297.00,290.00,308.00,320.00,23.00,3.59,STOP,0.00,6449
2026-02-03 12:00:37.285,NONE,271.50,241.00,287.00,320.00,48.50,7.58,STOP,0.00,6454
2026-02-03 12:00:38.082,NONE,266.00,222.00,279.00,320.00,54.00,8.44,STOP,0.00,6459
2026-02-03 12:00:38.881,NONE,231.00,282.00,246.00,320.00,89.00,13.91,STOP,0.00,6464
2026-02-03 12:05:03.092,NONE,286.50,393.00,250.00,320.00,33.50,5.23,STOP,0.00,8014
2026-02-03 12:05:03.906,NONE,315.00,430.00,276.00,320.00,5.00,0.78,STOP,0.00,8019
2026-02-03 12:05:04.708,NONE,334.50,295.00,227.00,320.00,14.50,2.27,STOP,0.00,8024
2026-02-03 12:05:05.504,NONE,346.50,323.00,283.00,320.00,26.50,4.14,STOP,0.00,8029
2026-02-03 12:05:06.300,NONE,311.50,335.00,241.00,320.00,8.50,1.33,STOP,0.00,8034
2026-02-03 12:05:07.106,RIGHT,385.50,381.00,301.00,320.00,65.50,10.23,TURN_RIGHT,0.30,8039
2026-02-03 12:05:08.288,NONE,309.00,424.00,371.00,320.00,11.00,1.72,STOP,0.00,8044
2026-02-03 12:05:09.110,LEFT,306.50,489.00,414.00,320.00,13.50,2.11,TURN_LEFT,0.30,8049
2026-02-03 12:05:10.169,RIGHT,353.00,466.00,435.00,320.00,33.00,5.16,TURN_RIGHT,0.30,8054
2026-02-03 12:05:11.325,RIGHT,459.00,324.00,381.00,320.00,139.00,21.72,TURN_RIGHT,0.30,8059
2026-02-03 12:05:12.490,RIGHT,488.50,321.00,362.00,320.00,168.50,26.33,TURN_RIGHT,0.30,8064
2026-02-03 12:05:13.649,RIGHT,460.50,329.00,376.00,320.00,140.50,21.95,TURN_RIGHT,0.30,8069
2026-02-03 12:05:14.809,RIGHT,455.50,345.00,373.00,320.00,135.50,21.17,TURN_RIGHT,0.30,8074
2026-02-03 12:05:15.979,RIGHT,443.50,333.00,384.00,320.00,123.50,19.30,TURN_RIGHT,0.30,8079
2026-02-03 12:05:17.182,RIGHT,438.00,336.00,386.00,320.00,118.00,18.44,TURN_RIGHT,0.30,8084
2026-02-03 12:05:18.388,RIGHT,448.00,298.00,361.00,320.00,128.00,20.00,TURN_RIGHT,0.30,8089
2026-02-03 12:07:32.259,"FAR,LEFT",46.00,152.00,156.00,320.00,274.00,42.81,TURN_LEFT,0.30,8789
2026-02-03 12:07:33.350,NONE,46.00,152.00,156.00,320.00,274.00,42.81,STOP,0.00,8794
2026-02-03 12:07:34.382,NONE,46.00,152.00,156.00,320.00,274.00,42.81,STOP,0.00,8799
2026-02-03 12:07:35.510,"FAR,RIGHT,TOP",670.00,180.00,336.00,320.00,350.00,54.69,BACKWARD,0.30,8804
2026-02-03 12:07:36.806,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8809
2026-02-03 12:07:38.023,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8814
2026-02-03 12:07:39.237,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8819
2026-02-03 12:07:40.462,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8824
2026-02-03 12:07:41.717,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8829
2026-02-03 12:07:42.949,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8834
2026-02-03 12:07:44.199,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8839
2026-02-03 12:07:45.414,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8844
2026-02-03 12:07:46.651,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8849
2026-02-03 12:07:47.869,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8854
2026-02-03 12:07:49.119,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8859
2026-02-03 12:07:50.344,NONE,670.00,180.00,336.00,320.00,350.00,54.69,STOP,0.00,8864
2026-02-03 12:10:51.227,NONE,380.50,301.00,308.00,320.00,60.50,9.45,STOP,0.00,9839
2026-02-03 12:10:52.074,LEFT,146.50,235.00,266.00,320.00,173.50,27.11,TURN_LEFT,0.30,9844
2026-02-03 12:10:53.177,LEFT,158.50,217.00,356.00,320.00,161.50,25.23,TURN_LEFT,0.30,9849
2026-02-03 12:10:54.241,NONE,332.00,392.00,388.00,320.00,12.00,1.88,STOP,0.00,9854
2026-02-03 12:10:55.050,NONE,420.50,199.00,311.00,320.00,100.50,15.70,STOP,0.00,9859
2026-02-03 12:10:55.856,FAR,437.50,159.00,152.00,320.00,117.50,18.36,FORWARD,0.30,9864
2026-02-03 12:10:56.603,FAR,459.50,175.00,170.00,320.00,139.50,21.80,FORWARD,0.30,9869
2026-02-03 12:10:57.359,"FAR,RIGHT",489.00,164.00,173.00,320.00,169.00,26.41,TURN_RIGHT,0.30,9874
2026-02-03 12:10:58.531,"FAR,RIGHT",550.50,129.00,193.00,320.00,230.50,36.02,TURN_RIGHT,0.30,9879
2026-02-03 12:10:59.703,"FAR,RIGHT",523.50,159.00,173.00,320.00,203.50,31.80,TURN_RIGHT,0.30,9884
2026-02-03 12:11:00.864,"FAR,RIGHT",524.50,159.00,169.00,320.00,204.50,31.95,TURN_RIGHT,0.30,9889
2026-02-03 12:11:02.036,"FAR,RIGHT",635.50,103.00,171.00,320.00,315.50,49.30,TURN_RIGHT,0.30,9894
2026-02-03 12:11:03.244,"FAR,RIGHT",623.00,108.00,165.00,320.00,303.00,47.34,TURN_RIGHT,0.30,9899
2026-02-03 12:11:04.410,RIGHT,511.50,231.00,280.00,320.00,191.50,29.92,TURN_RIGHT,0.30,9904
2026-02-03 12:11:05.568,RIGHT,452.00,284.00,276.00,320.00,132.00,20.62,TURN_RIGHT,0.30,9909
2026-02-03 12:11:06.731,NONE,368.50,197.00,174.00,320.00,48.50,7.58,STOP,0.00,9914
2026-02-03 12:13:44.001,RIGHT,456.00,274.00,306.00,320.00,136.00,21.25,TURN_RIGHT,0.30,10809
2026-02-03 12:13:45.175,RIGHT,481.00,282.00,317.00,320.00,161.00,25.16,TURN_RIGHT,0.30,10814
2026-02-03 12:13:46.349,NONE,403.00,282.00,309.00,320.00,83.00,12.97,STOP,0.00,10819
2026-02-03 12:13:47.175,NONE,351.50,335.00,357.00,320.00,31.50,4.92,STOP,0.00,10824
2026-02-03 12:13:47.968,NONE,324.50,285.00,343.00,320.00,4.50,0.70,STOP,0.00,10829
2026-02-03 12:13:48.769,NONE,298.50,263.00,328.00,320.00,21.50,3.36,STOP,0.00,10834
2026-02-03 12:13:49.559,NONE,302.50,243.00,300.00,320.00,17.50,2.73,STOP,0.00,10839
2026-02-03 12:13:50.357,NONE,299.00,244.00,317.00,320.00,21.00,3.28,STOP,0.00,10844
2026-02-03 12:13:51.155,NONE,386.50,307.00,290.00,320.00,66.50,10.39,STOP,0.00,10849
2026-02-03 12:13:51.949,"FAR,RIGHT",508.50,181.00,299.00,320.00,188.50,29.45,TURN_RIGHT,0.30,10854
2026-02-03 12:13:53.106,RIGHT,544.00,230.00,289.00,320.00,224.00,35.00,TURN_RIGHT,0.30,10859
2026-02-03 12:13:54.289,RIGHT,545.00,236.00,282.00,320.00,225.00,35.16,TURN_RIGHT,0.30,10864
2026-02-03 12:13:55.464,RIGHT,545.50,237.00,313.00,320.00,225.50,35.23,TURN_RIGHT,0.30,10869
2026-02-03 12:13:56.612,RIGHT,540.50,241.00,305.00,320.00,220.50,34.45,TURN_RIGHT,0.30,10874
2026-02-03 12:13:57.768,RIGHT,525.50,249.00,301.00,320.00,205.50,32.11,TURN_RIGHT,0.30,10879
2026-02-03 12:13:58.917,RIGHT,526.00,264.00,287.00,320.00,206.00,32.19,TURN_RIGHT,0.30,10884
