timestamp,state,detected,hand_x,hand_y,confidence,countdown_active,frame_number
2026-02-03 13:22:47.383,READY,False,,,0.000,False,1
2026-02-03 13:22:48.540,READY,False,,,0.000,False,6
2026-02-03 13:22:49.282,READY,False,,,0.000,False,11
2026-02-03 13:22:50.018,READY,False,,,0.000,False,16
2026-02-03 13:22:50.753,READY,False,,,0.000,False,21
2026-02-03 13:22:51.492,READY,False,,,0.000,False,26
2026-02-03 13:22:52.214,READY,False,,,0.000,False,31
2026-02-03 13:22:52.966,READY,False,,,0.000,False,36
2026-02-03 13:22:53.700,READY,False,,,0.000,False,41
2026-02-03 13:22:54.434,READY,False,,,0.000,False,46
2026-02-03 13:22:55.174,READY,False,,,0.000,False,51
2026-02-03 13:22:55.904,READY,False,,,0.000,False,56
2026-02-03 13:22:56.641,READY,False,,,0.000,False,61
2026-02-03 13:22:57.389,READY,False,,,0.000,False,66
2026-02-03 13:22:58.121,READY,False,,,0.000,False,71
2026-02-03 13:22:58.886,READY,False,,,0.000,False,76
2026-02-03 13:22:59.631,READY,False,,,0.000,False,81
2026-02-03 13:23:00.364,READY,False,,,0.000,False,86
2026-02-03 13:23:01.115,READY,False,,,0.000,False,91
2026-02-03 13:23:01.850,READY,False,,,0.000,False,96
2026-02-03 13:23:02.591,READY,False,,,0.000,False,101
2026-02-03 13:23:03.329,READY,False,,,0.000,False,106
2026-02-03 13:23:04.060,READY,False,,,0.000,False,111
2026-02-03 13:23:04.801,READY,False,,,0.000,False,116
2026-02-03 13:23:05.537,READY,False,,,0.000,False,121
2026-02-03 13:23:06.279,READY,False,,,0.000,False,126
2026-02-03 13:23:07.045,READY,False,,,0.000,False,131
2026-02-03 13:23:07.778,READY,False,,,0.000,False,136
2026-02-03 13:23:08.516,READY,True,,,1.000,False,141
2026-02-03 13:23:28.153,TAKE_PICTURE,False,,,0.000,False,252
2026-02-03 13:23:29.184,TAKE_PICTURE,False,,,0.000,False,257
2026-02-03 13:23:30.201,TAKE_PICTURE,False,,,0.000,False,262
2026-02-03 13:23:31.225,TAKE_PICTURE,False,,,0.000,False,267
2026-02-03 13:23:32.241,TAKE_PICTURE,False,,,0.000,False,272
2026-02-03 13:23:33.270,TAKE_PICTURE,False,,,0.000,False,277
2026-02-03 13:23:34.280,TAKE_PICTURE,False,,,0.000,False,282
2026-02-03 13:23:35.293,TAKE_PICTURE,False,,,0.000,False,287
2026-02-03 13:23:36.326,TAKE_PICTURE,True,,,1.000,False,292
2026-02-03 13:23:50.124,TAKE_PICTURE,True,,,1.000,False,373
2026-02-03 13:24:04.315,TAKE_PICTURE,False,,,0.000,False,454
2026-02-03 13:24:05.357,TAKE_PICTURE,False,,,0.000,False,459
2026-02-03 13:24:06.377,TAKE_PICTURE,False,,,0.000,False,464
2026-02-03 13:24:07.401,TAKE_PICTURE,False,,,0.000,False,469
2026-02-03 13:24:08.406,TAKE_PICTURE,True,,,1.000,False,474
2026-02-03 13:25:11.792,READY,False,,,0.000,False,821
2026-02-03 13:25:12.542,READY,False,,,0.000,False,826
2026-02-03 13:25:13.263,READY,False,,,0.000,False,831
2026-02-03 13:25:13.996,READY,False,,,0.000,False,836
2026-02-03 13:25:14.720,READY,False,,,0.000,False,841
2026-02-03 13:25:15.455,READY,False,,,0.000,False,846
2026-02-03 13:25:16.186,READY,False,,,0.000,False,851
2026-02-03 13:25:16.915,READY,False,,,0.000,False,856
2026-02-03 13:25:17.660,READY,False,,,0.000,False,861
2026-02-03 13:25:18.518,READY,False,,,0.000,False,866
2026-02-03 13:25:19.257,READY,False,,,0.000,False,871
2026-02-03 13:25:19.996,READY,False,,,0.000,False,876
2026-02-03 13:25:20.754,READY,False,,,0.000,False,881
2026-02-03 13:25:21.481,READY,False,,,0.000,False,886
2026-02-03 13:25:22.215,READY,False,,,0.000,False,891
2026-02-03 13:25:22.959,READY,False,,,0.000,False,896
2026-02-03 13:25:23.696,READY,False,,,0.000,False,901
2026-02-03 13:25:24.536,READY,False,,,0.000,False,906
2026-02-03 13:25:25.283,READY,False,,,0.000,False,911
2026-02-03 13:25:26.024,READY,False,,,0.000,False,916
2026-02-03 13:25:26.769,READY,False,,,0.000,False,921
2026-02-03 13:25:27.502,READY,False,,,0.000,False,926
2026-02-03 13:25:28.259,READY,False,,,0.000,False,931
2026-02-03 13:25:29.024,READY,False,,,0.000,False,936
2026-02-03 13:25:29.884,READY,False,,,0.000,False,941
2026-02-03 13:25:30.625,READY,False,,,0.000,False,946
2026-02-03 13:25:31.383,READY,False,,,0.000,False,951
2026-02-03 13:25:32.113,READY,False,,,0.000,False,956
2026-02-03 13:25:32.860,READY,False,,,0.000,False,961
2026-02-03 13:25:33.601,READY,False,,,0.000,False,966
2026-02-03 13:25:34.338,READY,False,,,0.000,False,971
2026-02-03 13:25:35.081,READY,False,,,0.000,False,976
2026-02-03 13:25:35.824,READY,False,,,0.000,False,981
2026-02-03 13:25:36.559,READY,False,,,0.000,False,986
2026-02-03 13:25:37.324,READY,False,,,0.000,False,991
2026-02-03 13:25:38.072,READY,False,,,0.000,False,996
2026-02-03 13:25:38.866,READY,False,,,0.000,False,1001
2026-02-03 13:25:39.598,READY,False,,,0.000,False,1006
2026-02-03 13:25:40.331,READY,False,,,0.000,False,1011
2026-02-03 13:25:41.064,READY,False,,,0.000,False,1016
2026-02-03 13:25:41.791,READY,False,,,0.000,False,1021
2026-02-03 13:25:42.525,READY,False,,,0.000,False,1026
2026-02-03 13:25:43.253,READY,False,,,0.000,False,1031
2026-02-03 13:25:43.978,READY,False,,,0.000,False,1036
2026-02-03 13:25:44.821,READY,False,,,0.000,False,1041
2026-02-03 13:25:45.553,READY,False,,,0.000,False,1046
2026-02-03 13:25:46.273,READY,False,,,0.000,False,1051
2026-02-03 13:25:46.997,READY,False,,,0.000,False,1056
2026-02-03 13:25:47.724,READY,False,,,0.000,False,1061
2026-02-03 13:25:48.445,READY,False,,,0.000,False,1066
2026-02-03 13:25:49.245,READY,False,,,0.000,False,1071
2026-02-03 13:25:50.070,READY,False,,,0.000,False,1076
2026-02-03 13:25:50.801,READY,False,,,0.000,False,1081
2026-02-03 13:25:51.534,READY,False,,,0.000,False,1086
2026-02-03 13:25:52.261,READY,False,,,0.000,False,1091
2026-02-03 13:25:52.985,READY,False,,,0.000,False,1096
2026-02-03 13:25:53.727,READY,False,,,0.000,False,1101
2026-02-03 13:25:54.505,READY,False,,,0.000,False,1106
2026-02-03 13:25:55.250,READY,False,,,0.000,False,1111
2026-02-03 13:25:55.996,READY,False,,,0.000,False,1116
2026-02-03 13:25:56.762,READY,False,,,0.000,False,1121
2026-02-03 13:25:57.498,READY,False,,,0.000,False,1126
2026-02-03 13:25:58.229,READY,False,,,0.000,False,1131
2026-02-03 13:25:58.968,READY,False,,,0.000,False,1136
2026-02-03 13:25:59.733,READY,False,,,0.000,False,1141
2026-02-03 13:26:00.478,READY,False,,,0.000,False,1146
2026-02-03 13:26:01.212,READY,False,,,0.000,False,1151
2026-02-03 13:26:01.956,READY,False,,,0.000,False,1156
2026-02-03 13:26:02.689,READY,False,,,0.000,False,1161
2026-02-03 13:26:03.407,READY,False,,,0.000,False,1166
2026-02-03 13:26:04.135,READY,False,,,0.000,False,1171
2026-02-03 13:26:04.862,READY,False,,,0.000,False,1176
2026-02-03 13:26:05.594,READY,False,,,0.000,False,1181
2026-02-03 13:26:06.325,READY,False,,,0.000,False,1186
2026-02-03 13:26:07.051,READY,False,,,0.000,False,1191
2026-02-03 13:26:07.778,READY,False,,,0.000,False,1196
2026-02-03 13:26:08.612,READY,False,,,0.000,False,1201
2026-02-03 13:26:09.339,READY,False,,,0.000,False,1206
2026-02-03 13:26:10.069,READY,False,,,0.000,False,1211
2026-02-03 13:26:10.798,READY,False,,,0.000,False,1216
2026-02-03 13:26:11.629,READY,False,,,0.000,False,1221
2026-02-03 13:26:12.354,READY,False,,,0.000,False,1226
2026-02-03 13:26:13.077,READY,False,,,0.000,False,1231
2026-02-03 13:26:13.816,READY,False,,,0.000,False,1236
2026-02-03 13:26:14.537,READY,False,,,0.000,False,1241
2026-02-03 13:26:15.267,READY,False,,,0.000,False,1246
2026-02-03 13:26:16.100,READY,False,,,0.000,False,1251
2026-02-03 13:26:16.921,READY,False,,,0.000,False,1256
2026-02-03 13:26:17.687,READY,False,,,0.000,False,1261
2026-02-03 13:26:18.416,READY,False,,,0.000,False,1266
2026-02-03 13:26:19.149,READY,False,,,0.000,False,1271
2026-02-03 13:26:19.880,READY,False,,,0.000,False,1276
2026-02-03 13:26:20.615,READY,False,,,0.000,False,1281
